FY,Month (abbv),Component,Region,Land Filter,Branch,Drug Type,Count of Event,Sum Qty (lbs)
2022,NOV,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Heroin,1,0.0
2022,NOV,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Marijuana,2,0.07
2022,NOV,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,1,0.0
2022,NOV,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,2,11.33
2022,NOV,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,3,146.55
2022,NOV,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,1,5.16
2022,NOV,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Heroin,3,26.53
2022,NOV,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Cocaine,6,2.1700000000000004
2022,NOV,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Fentanyl,5,29.39
2022,NOV,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Marijuana,3,6.57
2022,NOV,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Methamphetamine,3,0.03
2022,NOV,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,1,4.19
2022,NOV,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,1,2.54
2022,NOV,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,1,220.9
2022,NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,4,7.5
2022,NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Marijuana,2,6.409999999999999
2022,NOV,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,1,0.36
2022,NOV,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,5,10.45
2022,NOV,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Heroin,1,0.0
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,2,2215.18
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Marijuana,2,189.68
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,3,140.21
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,2,1.16
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,1,0.09
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,2,0.81
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,1,0.03
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,1,0.18
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,1,1.07
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Methamphetamine,2,2.14
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,5,8429.74
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Marijuana,1,3120.08
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,3,3186.23
2022,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,2,14.35
2022,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,2,6.08
2022,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,2,5.98
2022,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,2,13.27
2022,OCT,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,2,6.61
2022,OCT,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,1,0.0
2022,OCT,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,1,5.51
2022,OCT,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,1,3.31
2022,OCT,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,1,9.92
2022,OCT,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,3,2.07
2022,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,7,58.63
2022,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,3,30.6
2022,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Heroin,3,31.31
2022,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Marijuana,2,0.01
2022,OCT,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Cocaine,5,4.3
2022,OCT,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Marijuana,2,1.06
2022,OCT,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Heroin,1,18.74
2022,OCT,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,3,15.85
2022,OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,5,5.07
2022,OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Heroin,1,0.18
2022,OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,0.15
2022,OCT,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Cocaine,1,0.0
2022,OCT,Air and Marine Operations,Southwest Border,Other,Laredo Air Branch,Cocaine,1,0.01
2022,SEP,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,2,620.38
2022,SEP,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,2,3539.04
2022,SEP,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,1,6.61
2022,SEP,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,4,2806.45
2022,SEP,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,1,1840.84
2022,SEP,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,2,0.02
2022,SEP,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,9,18.69
2022,SEP,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,4,0.16
2022,SEP,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,10,0.29
2022,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,3,1.32
2022,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,2,0.31
2022,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,2,11.4
2022,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,2,0.27
2022,SEP,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Cocaine,2,0.05
2022,SEP,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Fentanyl,4,0.27
2022,SEP,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Marijuana,4,0.79
2022,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,2,2.8000000000000003
2022,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,2,9.04
2022,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Heroin,2,0.01
2022,SEP,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Fentanyl,1,0.6
2022,SEP,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Methamphetamine,1,17.99
2022,SEP,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,2,132.71
2022,SEP,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,2,18.74
2022,SEP,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Cocaine,2,0.26
2022,SEP,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Fentanyl,1,0.99
2022,SEP,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Marijuana,1,0.03
2022,SEP,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Methamphetamine,1,2.23
2022,SEP,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,5,95.92
2022,SEP,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,25.57
2022,SEP,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,1,4.23
2022,SEP,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Cocaine,2,265.23
2022,SEP,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,3,31.87
2023,APR,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,2,2006.19
2023,APR,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Cocaine,1,2645.52
2023,APR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,12,9.07
2023,APR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,1,0.35
2023,APR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Heroin,1,0.58
2023,APR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,12,71.7
2023,APR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,2,0.5800000000000001
2023,APR,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,5,66.52
2023,APR,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,3,3351.0
2023,APR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,1,131.72
2023,APR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,2,2.5
2023,APR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,7,66.64
2023,APR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,1,7.16
2023,APR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,1,80.47
2023,APR,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,3,0.35
2023,APR,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,3,6.32
2023,APR,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,7,3.23
2023,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,2,11.9
2023,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,3,2.23
2023,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Heroin,2,0.12
2023,APR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,4,4.09
2023,APR,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,3,32.01
2023,APR,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Marijuana,1,0.0
2023,APR,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Methamphetamine,1,0.44
2023,APR,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Cocaine,2,0.13
2023,APR,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Methamphetamine,1,0.11
2023,APR,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Cocaine,1,0.0
2023,APR,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,4,2.11
2023,APR,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,1,3.44
2023,APR,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,2,0.01
2023,APR,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,1,0.02
2023,APR,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Marijuana,1,0.0
2023,APR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Cocaine,3,14.21
2023,APR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,6,9.28
2023,APR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,5,0.3
2023,APR,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,2,3.75
2023,APR,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,3,134.88
2023,APR,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Marijuana,1,3838.21
2023,APR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,1,1.0
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,1,1799.44
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Marijuana,1,0.02
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,4,4625.570000000001
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Heroin,1,0.04
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Marijuana,1,0.1
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Cocaine,1,0.01
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,2,0.17
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,1,55.12
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,3,9843.54
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Marijuana,1,5324.11
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,3,6792.86
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Fentanyl,2,2.7
2023,AUG,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,1,0.99
2023,AUG,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,1,3.53
2023,AUG,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,4,7.680000000000001
2023,AUG,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Marijuana,1,1300.71
2023,AUG,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,2,0.12
2023,AUG,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,2,2.49
2023,AUG,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,2,3107.84
2023,AUG,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,3,1.34
2023,AUG,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Marijuana,1,0.43
2023,AUG,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Cocaine,1,0.0
2023,AUG,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Fentanyl,3,0.02
2023,AUG,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Methamphetamine,3,1.03
2023,AUG,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,1,0.01
2023,AUG,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,11,2.83
2023,AUG,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,2,0.3
2023,AUG,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Marijuana,1,31.97
2023,AUG,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Methamphetamine,1,1.0
2023,AUG,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Methamphetamine,2,3.03
2023,AUG,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Cocaine,3,1.2400000000000002
2023,AUG,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Fentanyl,1,0.33
2023,AUG,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,3,14.6
2023,DEC,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,5,3548.3
2023,DEC,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,6,0.3299999999999999
2023,DEC,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,3,0.0699999999999999
2023,DEC,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,11,4.76
2023,DEC,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,5,0.13
2023,DEC,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Cocaine,1,1033.96
2023,DEC,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,1,3.04
2023,DEC,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,3,7266.36
2023,DEC,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,4,7529.9
2023,DEC,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,2,1518.02
2023,DEC,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,1,2.56
2023,DEC,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,7,23.94
2023,DEC,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,2,0.7
2023,DEC,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,5,8.989999999999998
2023,DEC,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,1,0.99
2023,DEC,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Cocaine,1,222.66
2023,DEC,Air and Marine Operations,Northern Border,Other,Bellingham Air Branch,Cocaine,2,1111.12
2023,DEC,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,6,25.7
2023,DEC,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Heroin,1,8.16
2023,DEC,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,1,6.83
2023,DEC,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,1,1.07
2023,DEC,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,1,0.32
2023,DEC,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Cocaine,1,4.41
2023,DEC,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Fentanyl,6,0.53
2023,DEC,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Heroin,1,4.41
2023,DEC,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Marijuana,1,0.49
2023,DEC,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Methamphetamine,3,11.32
2023,DEC,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,2,0.26
2023,DEC,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,1,0.15
2023,DEC,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Methamphetamine,2,10.34
2023,DEC,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Cocaine,1,0.88
2023,DEC,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Marijuana,2,1884.99
2023,DEC,Air and Marine Operations,Southwest Border,Land,NASOC - Sierra Vista,Cocaine,1,0.06
2023,DEC,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Cocaine,5,46.74
2023,DEC,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,5,84.39
2023,DEC,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Heroin,3,2.98
2023,DEC,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,2,292.71000000000004
2023,DEC,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,1,4.92
2023,FEB,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,3,0.24
2023,FEB,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Marijuana,1,0.03
2023,FEB,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,2,0.13
2023,FEB,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,11,1.23
2023,FEB,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,6,2.66
2023,FEB,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Marijuana,1,1470.47
2023,FEB,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,6,10077.23
2023,FEB,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,5,13068.57
2023,FEB,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Fentanyl,1,1.0
2023,FEB,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,2,0.86
2023,FEB,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,3,7.78
2023,FEB,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,2,2.54
2023,FEB,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,2,4.38
2023,FEB,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,1,0.25
2023,FEB,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Fentanyl,1,0.76
2023,FEB,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,12,147.54
2023,FEB,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Heroin,1,0.02
2023,FEB,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,1,0.98
2023,FEB,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,4,4.15
2023,FEB,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,1,0.37
2023,FEB,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,1,0.31
2023,FEB,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Fentanyl,2,7.390000000000001
2023,FEB,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Heroin,1,3.97
2023,FEB,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,1,2.18
2023,FEB,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,1,2.58
2023,FEB,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,1,12.79
2023,FEB,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,48.5
2023,FEB,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,2,4.84
2023,FEB,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Cocaine,2,936.96
2023,FEB,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Marijuana,3,7004.01
2023,FEB,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,2,2.05
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,2,4166.7
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,1,0.03
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Cocaine,3,246.91000000000005
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,3,0.8700000000000001
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,3,1.12
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,1,0.07
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,1,1.03
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,1,2253.1
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,3,2015.01
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,National Air Training Center Oklahoma City,Methamphetamine,1,1.12
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,1,0.5
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Fentanyl,1,0.2
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,1,0.5
2023,JAN,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,1,0.5
2023,JAN,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,1,0.01
2023,JAN,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,6,1.98
2023,JAN,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,1,0.0
2023,JAN,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,2,2.76
2023,JAN,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,1,13.89
2023,JAN,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,3,14.43
2023,JAN,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,1,12.79
2023,JAN,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,4,2.18
2023,JAN,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,12,9.28
2023,JAN,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Heroin,3,0.5599999999999999
2023,JAN,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Marijuana,12,75.98
2023,JAN,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Methamphetamine,1,0.01
2023,JAN,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Cocaine,3,7.36
2023,JAN,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Fentanyl,12,139.05
2023,JAN,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Marijuana,2,1.4
2023,JAN,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Methamphetamine,1,102.8
2023,JAN,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,1,0.06
2023,JAN,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Heroin,1,0.01
2023,JAN,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,1,0.25
2023,JAN,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,Cocaine,1,1.18
