,Area of Responsibility,Year,Drug Type,Count of Event,Sum Qty (kg),Sum Qty (lbs),FY,Month (abbv),Component,Region,Land Filter,Month,Date
22475,HOUSTON FIELD OFFICE,2022,Other Drugs**,17,18.0800114865028,39.8595549233738,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22476,LOS ANGELES FIELD OFFICE,2022,Cocaine,12,4.305705116951675,9.492443614934,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22477,LOS ANGELES FIELD OFFICE,2022,Ecstasy,4,14.41593713207283,31.7816633201104,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22478,LOS ANGELES FIELD OFFICE,2022,Ketamine,9,18.196021624370644,40.11531319352,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22479,LOS ANGELES FIELD OFFICE,2022,Lsd,2,0.2467002931815914,0.543880400354,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22480,LOS ANGELES FIELD OFFICE,2022,Marijuana,35,378.16554941648087,833.711333554562,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22481,LOS ANGELES FIELD OFFICE,2022,Methamphetamine,25,79.64549465166243,175.588050418948,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22482,LOS ANGELES FIELD OFFICE,2022,Other Drugs**,273,436.6216188863759,962.584753429282,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22483,MIAMI FIELD OFFICE,2022,Cocaine,23,108.62672909330952,239.480659493692,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22484,MIAMI FIELD OFFICE,2022,Ecstasy,14,1.070801272553093,2.360709901496,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22485,MIAMI FIELD OFFICE,2022,Heroin,1,0.00010000011884134228,0.000220462262,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22486,MIAMI FIELD OFFICE,2022,Ketamine,14,27.87493312690532,61.453635070238,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22487,MIAMI FIELD OFFICE,2022,Lsd,1,0.0007000008318893959,0.001543235834,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22488,MIAMI FIELD OFFICE,2022,Marijuana,67,96.96971523997425,213.781373612352,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22489,MIAMI FIELD OFFICE,2022,Methamphetamine,1,2.72000323248451,5.9965735264,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22490,MIAMI FIELD OFFICE,2022,Other Drugs**,546,231.61603525527812,510.6253436444912,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22491,NEW ORLEANS FIELD OFFICE,2022,Cocaine,7,9.490911279112956,20.923852824158,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22492,NEW ORLEANS FIELD OFFICE,2022,Ecstasy,6,1.5343018233827148,3.3825524858660003,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22493,NEW ORLEANS FIELD OFFICE,2022,Fentanyl,1,0.9352011114042329,2.061763074224,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22494,NEW ORLEANS FIELD OFFICE,2022,Ketamine,15,14.223116902922953,31.356567986522,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22495,NEW ORLEANS FIELD OFFICE,2022,Marijuana,94,341.27404557417464,752.3795863537368,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22496,NEW ORLEANS FIELD OFFICE,2022,Methamphetamine,17,87.31590376726875,192.498387763396,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22497,NEW ORLEANS FIELD OFFICE,2022,Other Drugs**,137,131.00369568636538,288.8133675840748,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22498,NEW YORK FIELD OFFICE,2022,Cocaine,10,34.09344051705419,75.163080832708,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22499,NEW YORK FIELD OFFICE,2022,Ecstasy,29,5.507406545068085,12.141738617388,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22500,NEW YORK FIELD OFFICE,2022,Heroin,8,0.9549011348159774,2.105194139838,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22501,NEW YORK FIELD OFFICE,2022,Ketamine,36,116.0341378963631,255.81118108908,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22502,NEW YORK FIELD OFFICE,2022,Khat (Catha Edulis),10,2694.3632020135897,5940.0470024232,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22503,NEW YORK FIELD OFFICE,2022,Lsd,8,0.004700005585543087,0.010361726314,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22504,NEW YORK FIELD OFFICE,2022,Marijuana,47,46.07375475460352,101.575121207094,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22505,NEW YORK FIELD OFFICE,2022,Methamphetamine,3,3.02100359019695,6.660164935019999,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22506,NEW YORK FIELD OFFICE,2022,Other Drugs**,411,357.30822462938556,787.7288581824359,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22507,PRECLEARANCE FIELD OFFICE,2022,Cocaine,2,0.0050000059420670685,0.0110231130999999,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22508,PRECLEARANCE FIELD OFFICE,2022,Ecstasy,1,0.00048000057043844297,0.0010582188576,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22509,PRECLEARANCE FIELD OFFICE,2022,Marijuana,23,0.5006305949554118,1.1037002222506,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22510,PRECLEARANCE FIELD OFFICE,2022,Other Drugs**,8,0.10753012779009535,0.2370630703286,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22511,SAN FRANCISCO FIELD OFFICE,2022,Cocaine,3,11.524013695276286,25.406071072880003,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22512,SAN FRANCISCO FIELD OFFICE,2022,Ecstasy,1,0.0005000005942067114,0.00110231131,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22513,SAN FRANCISCO FIELD OFFICE,2022,Ketamine,1,0.0006000007130480537,0.001322773572,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22514,SAN FRANCISCO FIELD OFFICE,2022,Khat (Catha Edulis),1,3.020003589008537,6.6579603124,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22515,SAN FRANCISCO FIELD OFFICE,2022,Marijuana,36,22.891527204565868,50.46711870573,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22516,SAN FRANCISCO FIELD OFFICE,2022,Methamphetamine,16,36.15484296684962,79.707689901576,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22517,SAN FRANCISCO FIELD OFFICE,2022,Other Drugs**,24,70.40715367270704,155.22101912992338,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22518,SAN JUAN FIELD OFFICE,2022,Cocaine,14,1247.203462191574,2749.609696816788,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22519,SAN JUAN FIELD OFFICE,2022,Ecstasy,1,0.01760002091607624,0.038801358112,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22520,SAN JUAN FIELD OFFICE,2022,Fentanyl,1,0.11060013143852457,0.243831261772,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22521,SAN JUAN FIELD OFFICE,2022,Marijuana,61,107.58680785745463,237.1880283387016,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22522,SAN JUAN FIELD OFFICE,2022,Other Drugs**,8,1.3934916560422206,3.0721195747438,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22523,TAMPA FIELD OFFICE,2022,Cocaine,4,0.01540001830156671,0.033951188348,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22524,TAMPA FIELD OFFICE,2022,Ecstasy,1,0.0015000017826201342,0.00330693393,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22525,TAMPA FIELD OFFICE,2022,Marijuana,19,0.8098009623771898,1.785303397676,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22526,TAMPA FIELD OFFICE,2022,Other Drugs**,13,0.9151010875171232,2.017450159562,2023.0,DEC,Office of Field Operations,Coastal/Interior,Other,12.0,2022-12
22527,BOSTON FIELD OFFICE,2022,Cocaine,2,0.012900015330533154,0.028439631798,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22528,BOSTON FIELD OFFICE,2022,Marijuana,13,0.16761019918997377,0.3695167973382,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22529,BOSTON FIELD OFFICE,2022,Methamphetamine,1,0.0023000027333508724,0.005070632026,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22530,BOSTON FIELD OFFICE,2022,Other Drugs**,3,0.4087004857045659,0.901029264794,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22531,BUFFALO FIELD OFFICE,2022,Cocaine,1,0.006700007962369933,0.014770971554,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22532,BUFFALO FIELD OFFICE,2022,Ecstasy,1,0.25250030007438923,0.55666721155,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22533,BUFFALO FIELD OFFICE,2022,Marijuana,40,1.4542017281907993,3.205962214004,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22534,BUFFALO FIELD OFFICE,2022,Methamphetamine,1,0.0038000045159710064,0.008377565956,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22535,BUFFALO FIELD OFFICE,2022,Other Drugs**,5,0.3034003605646325,0.668882502908,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22536,DETROIT FIELD OFFICE,2022,Cocaine,1,0.010840012882401502,0.0238981092008,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22537,DETROIT FIELD OFFICE,2022,Fentanyl,1,0.007030008354546363,0.0154984970186,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22538,DETROIT FIELD OFFICE,2022,Marijuana,57,2.13936254244414,4.7164814483232,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22539,DETROIT FIELD OFFICE,2022,Other Drugs**,35,1.5170818029182356,3.3445888843496,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22540,SEATTLE FIELD OFFICE,2022,Cocaine,2,0.012600014974009083,0.0277782450119999,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22541,SEATTLE FIELD OFFICE,2022,Fentanyl,1,0.0019000022579855032,0.004188782978,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22542,SEATTLE FIELD OFFICE,2022,Marijuana,63,1.770342103895819,3.9029316090908,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22543,SEATTLE FIELD OFFICE,2022,Methamphetamine,3,0.016500019608821477,0.03637627323,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22544,SEATTLE FIELD OFFICE,2022,Other Drugs**,12,0.5695706768846331,1.2556869056734,2023.0,DEC,Office of Field Operations,Northern Border,Land Only,12.0,2022-12
22545,BOSTON FIELD OFFICE,2022,Ketamine,2,0.43070051184966124,0.949530962434,2023.0,DEC,Office of Field Operations,Northern Border,Other,12.0,2022-12
22546,BOSTON FIELD OFFICE,2022,Other Drugs**,1,0.17080020298101262,0.376549543496,2023.0,DEC,Office of Field Operations,Northern Border,Other,12.0,2022-12
22547,BUFFALO FIELD OFFICE,2022,Marijuana,1,0.008900010576879462,0.019621141318,2023.0,DEC,Office of Field Operations,Northern Border,Other,12.0,2022-12
22548,BUFFALO FIELD OFFICE,2022,Other Drugs**,3,3.1100036959657453,6.8563763482,2023.0,DEC,Office of Field Operations,Northern Border,Other,12.0,2022-12
22549,DETROIT FIELD OFFICE,2022,Marijuana,9,36.34844319692645,80.13450484080799,2023.0,DEC,Office of Field Operations,Northern Border,Other,12.0,2022-12
22550,DETROIT FIELD OFFICE,2022,Other Drugs**,6,1.2112114394182218,2.6702609635702,2023.0,DEC,Office of Field Operations,Northern Border,Other,12.0,2022-12
22551,PORTLAND FIELD OFFICE,2022,Marijuana,2,4.760005656847892,10.4940036712,2023.0,DEC,Office of Field Operations,Northern Border,Other,12.0,2022-12
22552,PORTLAND FIELD OFFICE,2022,Methamphetamine,3,7.215008574402846,15.9063522033,2023.0,DEC,Office of Field Operations,Northern Border,Other,12.0,2022-12
22553,PORTLAND FIELD OFFICE,2022,Other Drugs**,3,15.271018148261378,33.66679203002,2023.0,DEC,Office of Field Operations,Northern Border,Other,12.0,2022-12
22554,SEATTLE FIELD OFFICE,2022,Marijuana,3,0.128140152283296,0.2825003425268,2023.0,DEC,Office of Field Operations,Northern Border,Other,12.0,2022-12
22555,SEATTLE FIELD OFFICE,2022,Other Drugs**,2,0.7087008422285928,1.562416050794,2023.0,DEC,Office of Field Operations,Northern Border,Other,12.0,2022-12
22556,EL PASO FIELD OFFICE,2022,Cocaine,13,51.82323158735084,114.2505328221054,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22557,EL PASO FIELD OFFICE,2022,Fentanyl,5,20.473414330851487,45.1360987020818,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22558,EL PASO FIELD OFFICE,2022,Heroin,2,4.440005276555597,9.7885244328,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22559,EL PASO FIELD OFFICE,2022,Marijuana,69,90.5676476316802,199.6672473217548,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22560,EL PASO FIELD OFFICE,2022,Methamphetamine,8,60.050521364760826,132.388580411179,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22561,EL PASO FIELD OFFICE,2022,Other Drugs**,11,1.563091857597137,3.4460235710958,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22562,LAREDO FIELD OFFICE,2022,Cocaine,22,338.04717173931897,745.2655557599373,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22563,LAREDO FIELD OFFICE,2022,Fentanyl,2,3.3600039930691006,7.4075320032,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22564,LAREDO FIELD OFFICE,2022,Heroin,1,7.480008889332403,16.4905771976,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22565,LAREDO FIELD OFFICE,2022,Ketamine,1,0.029100034582830604,0.064154518242,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22566,LAREDO FIELD OFFICE,2022,Marijuana,25,34.35288082537617,75.73504812524081,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22567,LAREDO FIELD OFFICE,2022,Methamphetamine,8,848.0028677767928,1869.5240823580727,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22568,LAREDO FIELD OFFICE,2022,Other Drugs**,45,6.586537827520662,14.5208130253086,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22569,SAN DIEGO FIELD OFFICE,2022,Cocaine,22,308.89196709092363,680.989408487992,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22570,SAN DIEGO FIELD OFFICE,2022,Fentanyl,44,267.55461796512145,589.856261858266,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22571,SAN DIEGO FIELD OFFICE,2022,Heroin,6,11.896814138316808,26.227954385616,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22572,SAN DIEGO FIELD OFFICE,2022,Marijuana,42,2.5462230259620253,5.6134542074964,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22573,SAN DIEGO FIELD OFFICE,2022,Methamphetamine,71,1961.6168212089906,4324.619676373764,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22574,SAN DIEGO FIELD OFFICE,2022,Other Drugs**,21,2.2719026999564553,5.008682130378,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22575,TUCSON FIELD OFFICE,2022,Cocaine,3,5.901577013505004,13.0107347155134,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22576,TUCSON FIELD OFFICE,2022,Fentanyl,34,799.2562498457268,1762.056313534886,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22577,TUCSON FIELD OFFICE,2022,Marijuana,8,0.31595037547922095,0.696550516789,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22578,TUCSON FIELD OFFICE,2022,Methamphetamine,13,304.67458207893264,671.6916771428564,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22579,TUCSON FIELD OFFICE,2022,Other Drugs**,3,1.377731637312825,3.0373747222526,2023.0,DEC,Office of Field Operations,Southwest Border,Land Only,12.0,2022-12
22580,EL PASO FIELD OFFICE,2022,Marijuana,3,0.026950032027741745,0.059414579609,2023.0,DEC,Office of Field Operations,Southwest Border,Other,12.0,2022-12
22581,EL PASO FIELD OFFICE,2022,Methamphetamine,1,0.00350000415944698,0.00771617917,2023.0,DEC,Office of Field Operations,Southwest Border,Other,12.0,2022-12
22582,EL PASO FIELD OFFICE,2022,Other Drugs**,1,0.1462901738529996,0.3225142430798,2023.0,DEC,Office of Field Operations,Southwest Border,Other,12.0,2022-12
22583,LAREDO FIELD OFFICE,2022,Cocaine,1,0.00030000035652402685,0.000661386786,2023.0,DEC,Office of Field Operations,Southwest Border,Other,12.0,2022-12
22584,LAREDO FIELD OFFICE,2022,Marijuana,1,0.028800034226306576,0.063493131456,2023.0,DEC,Office of Field Operations,Southwest Border,Other,12.0,2022-12
22585,TUCSON FIELD OFFICE,2022,Marijuana,1,0.008650010279776106,0.019069985663,2023.0,DEC,Office of Field Operations,Southwest Border,Other,12.0,2022-12
22586,MIAMI SECTOR,2022,Cocaine,3,2.39741996353113,5.2854,2023.0,DEC,U.S. Border Patrol,Coastal/Interior,Other,12.0,2022-12
22587,MIAMI SECTOR,2022,Marijuana,2,3.6205786031152765,7.982,2023.0,DEC,U.S. Border Patrol,Coastal/Interior,Other,12.0,2022-12
22588,RAMEY SECTOR,2022,Cocaine,1,401.1291288294582,884.3373,2023.0,DEC,U.S. Border Patrol,Coastal/Interior,Other,12.0,2022-12
22589,BUFFALO SECTOR,2022,Cocaine,1,0.0009979044007584076,0.0022,2023.0,DEC,U.S. Border Patrol,Northern Border,Land Only,12.0,2022-12
22590,BUFFALO SECTOR,2022,Marijuana,4,72.72423365477952,160.32930000000002,2023.0,DEC,U.S. Border Patrol,Northern Border,Land Only,12.0,2022-12
22591,BUFFALO SECTOR,2022,Other Drugs**,2,19.173916593335814,42.2712,2023.0,DEC,U.S. Border Patrol,Northern Border,Land Only,12.0,2022-12
22592,DETROIT SECTOR,2022,Cocaine,2,3.724632816539812,8.2114,2023.0,DEC,U.S. Border Patrol,Northern Border,Land Only,12.0,2022-12
22593,DETROIT SECTOR,2022,Heroin,1,0.05198174742132431,0.1146,2023.0,DEC,U.S. Border Patrol,Northern Border,Land Only,12.0,2022-12
22594,DETROIT SECTOR,2022,Marijuana,1,23.254030173000338,51.2663,2023.0,DEC,U.S. Border Patrol,Northern Border,Land Only,12.0,2022-12
22595,HOULTON SECTOR,2022,Marijuana,3,0.02199925610762853,0.0485,2023.0,DEC,U.S. Border Patrol,Northern Border,Land Only,12.0,2022-12
22596,SWANTON SECTOR,2022,Marijuana,2,42.55431775090492,93.8161,2023.0,DEC,U.S. Border Patrol,Northern Border,Land Only,12.0,2022-12
22597,BIG BEND SECTOR,2022,Cocaine,2,20.84758371057144,45.961,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22598,BIG BEND SECTOR,2022,Fentanyl,1,0.9290036378151336,2.0481,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22599,BIG BEND SECTOR,2022,Heroin,1,0.011294463444947429,0.0249,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22600,BIG BEND SECTOR,2022,Marijuana,36,628.8317261024577,1386.335,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22601,BIG BEND SECTOR,2022,Methamphetamine,4,0.15281545118886702,0.3369,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22602,BIG BEND SECTOR,2022,Other Drugs**,2,0.0033112282388801702,0.0073,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22603,DEL RIO SECTOR,2022,Ecstasy,1,0.0009979044007584076,0.0022,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22604,DEL RIO SECTOR,2022,Heroin,1,0.0,0.0,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22605,DEL RIO SECTOR,2022,Marijuana,6,0.2745144287904492,0.6052000000000001,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22606,DEL RIO SECTOR,2022,Methamphetamine,1,0.0005896707822663316,0.0013,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22607,DEL RIO SECTOR,2022,Other Drugs**,2,0.025990873710662155,0.0573,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22608,EL CENTRO SECTOR,2022,Cocaine,1,0.0013154194373633551,0.0029,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22609,EL CENTRO SECTOR,2022,Fentanyl,1,0.0005443114913227676,0.0012,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22610,EL CENTRO SECTOR,2022,Marijuana,2,0.09189792345166062,0.2026,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22611,EL CENTRO SECTOR,2022,Methamphetamine,6,6.330841596284167,13.9571,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22612,EL CENTRO SECTOR,2022,Other Drugs**,1,0.03297620451597101,0.0727,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22613,EL PASO SECTOR,2022,Cocaine,4,2.308787909027407,5.090000000000001,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22614,EL PASO SECTOR,2022,Fentanyl,3,0.3246818045740309,0.7158,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22615,EL PASO SECTOR,2022,Marijuana,10,4.964982627391569,10.9459,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22616,EL PASO SECTOR,2022,Methamphetamine,7,3.499741452041622,7.7156,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22617,EL PASO SECTOR,2022,Other Drugs**,2,0.14297248505411364,0.3152,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22618,LAREDO SECTOR,2022,Cocaine,1,0.0008164672369841515,0.0018,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22619,LAREDO SECTOR,2022,Marijuana,24,682.4877756710907,1504.6262,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22620,LAREDO SECTOR,2022,Methamphetamine,1,0.0032205096569930423,0.0071,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22621,LAREDO SECTOR,2022,Other Drugs**,1,0.04826228556395207,0.1064,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22622,RIO GRANDE VALLEY SECTOR,2022,Cocaine,5,99.02504740045904,218.3126,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22623,RIO GRANDE VALLEY SECTOR,2022,Ecstasy,1,0.0029937132022752225,0.0066,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22624,RIO GRANDE VALLEY SECTOR,2022,Marijuana,43,860.131042991536,1896.2621,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22625,RIO GRANDE VALLEY SECTOR,2022,Methamphetamine,8,1448.3295533924213,3193.0163,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22626,RIO GRANDE VALLEY SECTOR,2022,Other Drugs**,11,1.5209423846286434,3.3530999999999995,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22627,SAN DIEGO SECTOR,2022,Fentanyl,1,0.6000127006014643,1.3228,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22628,SAN DIEGO SECTOR,2022,Heroin,1,4.999909281418113,11.0229,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22629,SAN DIEGO SECTOR,2022,Marijuana,4,0.32150665420798147,0.7088,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22630,SAN DIEGO SECTOR,2022,Methamphetamine,3,0.03352051600729378,0.0739,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22631,TUCSON SECTOR,2022,Fentanyl,12,0.2548284965209424,0.5618,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22632,TUCSON SECTOR,2022,Marijuana,16,208.23602253449576,459.0813,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22633,TUCSON SECTOR,2022,Methamphetamine,13,4.595349765492466,10.131,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22634,TUCSON SECTOR,2022,Other Drugs**,3,0.1006069073128249,0.2218,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22635,YUMA SECTOR,2022,Cocaine,1,0.0022226052562346345,0.0049,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22636,YUMA SECTOR,2022,Marijuana,2,0.019958088015168147,0.044,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22637,YUMA SECTOR,2022,Methamphetamine,3,39.974916312108206,88.1295,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
22638,YUMA SECTOR,2022,Other Drugs**,1,0.0,0.0,2023.0,DEC,U.S. Border Patrol,Southwest Border,Land Only,12.0,2022-12
